SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME
22023,1630573,0022300797,"FEB 22, 2024",BOS @ CHI,W,14,3,3,1.0,2,2,1.0,0,0,0.0,0,1,1,1,0,1,0,0,8,6,1,Sam Hauser
22023,1630573,0022300780,"FEB 14, 2024",BOS vs. BKN,W,29,5,9,0.556,4,8,0.5,0,0,0.0,0,5,5,2,1,0,0,0,14,40,1,Sam Hauser
22023,1630573,0022300771,"FEB 13, 2024",BOS @ BKN,W,14,1,3,0.333,1,3,0.333,0,0,0.0,1,1,2,0,0,0,0,2,3,1,1,Sam Hauser
22023,1630573,0022300759,"FEB 11, 2024",BOS @ MIA,W,15,2,4,0.5,2,4,0.5,0,0,0.0,0,0,0,0,0,0,0,1,6,0,1,Sam Hauser
22023,1630573,0022300743,"FEB 09, 2024",BOS vs. WAS,W,16,1,6,0.167,1,6,0.167,2,2,1.0,0,1,1,1,1,0,0,1,5,14,1,Sam Hauser
22023,1630573,0022300729,"FEB 07, 2024",BOS vs. ATL,W,25,3,8,0.375,2,6,0.333,2,2,1.0,2,3,5,0,0,0,2,1,10,14,1,Sam Hauser
22023,1630573,0022300706,"FEB 04, 2024",BOS vs. MEM,W,24,1,3,0.333,1,3,0.333,0,0,0.0,0,3,3,1,0,0,0,1,3,16,1,Sam Hauser
22023,1630573,0022300684,"FEB 01, 2024",BOS vs. LAL,L,23,6,11,0.545,5,9,0.556,0,0,0.0,0,3,3,0,0,0,0,1,17,6,1,Sam Hauser
22023,1630573,0022300670,"JAN 30, 2024",BOS vs. IND,W,23,3,5,0.6,3,5,0.6,0,0,0.0,0,2,2,1,1,0,2,3,9,14,1,Sam Hauser
22023,1630573,0022300659,"JAN 29, 2024",BOS vs. NOP,W,26,4,8,0.5,3,7,0.429,0,0,0.0,0,0,0,1,1,0,0,0,11,9,1,Sam Hauser
22023,1630573,0022300646,"JAN 27, 2024",BOS vs. LAC,L,20,2,5,0.4,2,4,0.5,0,0,0.0,0,3,3,1,0,1,0,1,6,-11,1,Sam Hauser
22023,1630573,0022300630,"JAN 25, 2024",BOS @ MIA,W,12,2,2,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,1,0,5,13,1,Sam Hauser
22023,1630573,0022300611,"JAN 22, 2024",BOS @ DAL,W,15,2,3,0.667,1,2,0.5,0,0,0.0,1,0,1,0,0,0,0,1,5,-4,1,Sam Hauser
22023,1630573,0022300603,"JAN 21, 2024",BOS @ HOU,W,31,3,12,0.25,3,12,0.25,0,0,0.0,2,5,7,6,1,1,1,0,9,8,1,Sam Hauser
22023,1630573,0022300586,"JAN 19, 2024",BOS vs. DEN,L,16,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,2,0,-5,1,Sam Hauser
22023,1630573,0022300571,"JAN 17, 2024",BOS vs. SAS,W,20,3,6,0.5,1,4,0.25,0,0,0.0,0,4,4,2,0,0,2,0,7,18,1,Sam Hauser
22023,1630573,0022300563,"JAN 15, 2024",BOS @ TOR,W,16,1,2,0.5,1,1,1.0,0,0,0.0,0,5,5,0,0,1,0,0,3,5,1,Sam Hauser
22023,1630573,0022300542,"JAN 13, 2024",BOS vs. HOU,W,20,2,9,0.222,2,8,0.25,0,0,0.0,0,6,6,0,0,0,0,0,6,20,1,Sam Hauser
22023,1630573,0022300528,"JAN 11, 2024",BOS @ MIL,L,24,4,8,0.5,4,8,0.5,3,3,1.0,1,3,4,0,1,0,1,1,15,-16,1,Sam Hauser
22023,1630573,0022300517,"JAN 10, 2024",BOS vs. MIN,W,18,2,6,0.333,2,5,0.4,0,0,0.0,0,4,4,0,0,1,0,2,6,-2,1,Sam Hauser
22023,1630573,0022300493,"JAN 06, 2024",BOS @ IND,W,16,2,6,0.333,1,5,0.2,0,0,0.0,0,4,4,1,0,0,1,4,5,2,1,Sam Hauser
22023,1630573,0022300479,"JAN 05, 2024",BOS vs. UTA,W,23,5,10,0.5,3,7,0.429,0,0,0.0,1,4,5,1,1,0,0,1,13,17,1,Sam Hauser
22023,1630573,0022300462,"JAN 02, 2024",BOS @ OKC,L,10,2,3,0.667,2,3,0.667,0,0,0.0,0,1,1,0,0,0,0,0,6,-7,1,Sam Hauser
22023,1630573,0022300448,"DEC 31, 2023",BOS @ SAS,W,20,4,6,0.667,3,5,0.6,0,0,0.0,0,4,4,1,0,0,1,2,11,15,1,Sam Hauser
22023,1630573,0022300432,"DEC 29, 2023",BOS vs. TOR,W,34,3,7,0.429,3,7,0.429,0,0,0.0,0,9,9,1,0,1,0,2,9,-8,1,Sam Hauser
22023,1630573,0022300421,"DEC 28, 2023",BOS vs. DET,W,18,2,6,0.333,1,4,0.25,0,0,0.0,1,2,3,1,0,0,1,0,5,-8,1,Sam Hauser
22023,1630573,0022300403,"DEC 25, 2023",BOS @ LAL,W,15,1,5,0.2,0,4,0.0,0,0,0.0,1,1,2,0,0,0,0,0,2,3,1,Sam Hauser
22023,1630573,0022300389,"DEC 23, 2023",BOS @ LAC,W,19,1,5,0.2,1,5,0.2,0,0,0.0,0,2,2,4,0,0,0,3,3,11,1,Sam Hauser
22023,1630573,0022300373,"DEC 20, 2023",BOS @ SAC,W,35,4,6,0.667,2,4,0.5,0,0,0.0,0,5,5,1,0,0,0,3,10,24,1,Sam Hauser
22023,1630573,0022300362,"DEC 19, 2023",BOS @ GSW,L,21,0,7,0.0,0,6,0.0,0,0,0.0,1,2,3,1,0,0,0,2,0,1,1,Sam Hauser
22023,1630573,0022300344,"DEC 17, 2023",BOS vs. ORL,W,17,2,5,0.4,0,3,0.0,0,0,0.0,1,1,2,0,1,0,1,0,4,12,1,Sam Hauser
22023,1630573,0022300329,"DEC 15, 2023",BOS vs. ORL,W,32,4,8,0.5,3,6,0.5,0,0,0.0,2,5,7,4,4,0,1,1,11,19,1,Sam Hauser
22023,1630573,0022300319,"DEC 14, 2023",BOS vs. CLE,W,18,3,3,1.0,3,3,1.0,0,0,0.0,0,0,0,1,0,0,0,2,9,9,1,Sam Hauser
22023,1630573,0022300305,"DEC 12, 2023",BOS vs. CLE,W,20,3,5,0.6,3,4,0.75,0,0,0.0,1,2,3,1,0,0,0,1,9,14,1,Sam Hauser
22023,1630573,0022301227,"DEC 08, 2023",BOS vs. NYK,W,21,0,5,0.0,0,5,0.0,1,2,0.5,1,2,3,1,0,1,0,1,1,-10,1,Sam Hauser
22023,1630573,0022301202,"DEC 04, 2023",BOS @ IND,L,23,5,9,0.556,5,7,0.714,0,0,0.0,2,4,6,1,0,0,0,2,15,9,1,Sam Hauser
22023,1630573,0022300275,"DEC 01, 2023",BOS vs. PHI,W,26,3,5,0.6,3,4,0.75,2,2,1.0,1,4,5,1,1,1,3,2,11,-3,1,Sam Hauser
22023,1630573,0022300053,"NOV 28, 2023",BOS vs. CHI,W,21,3,12,0.25,2,10,0.2,1,2,0.5,4,6,10,2,0,0,2,1,9,13,1,Sam Hauser
22023,1630573,0022300246,"NOV 26, 2023",BOS vs. ATL,W,32,4,9,0.444,4,9,0.444,0,0,0.0,2,2,4,2,0,0,0,2,12,11,1,Sam Hauser
22023,1630573,0022300043,"NOV 24, 2023",BOS @ ORL,L,25,4,6,0.667,2,4,0.5,0,0,0.0,1,1,2,0,0,0,1,0,10,-16,1,Sam Hauser
22023,1630573,0022300228,"NOV 22, 2023",BOS vs. MIL,W,20,4,5,0.8,2,3,0.667,0,0,0.0,1,1,2,1,0,1,1,2,10,10,1,Sam Hauser
22023,1630573,0022300217,"NOV 20, 2023",BOS @ CHA,L,37,1,9,0.111,1,9,0.111,0,0,0.0,0,1,1,1,0,0,1,3,3,-22,1,Sam Hauser
22023,1630573,0022300213,"NOV 19, 2023",BOS @ MEM,W,22,5,8,0.625,5,7,0.714,0,0,0.0,0,4,4,0,2,0,0,0,15,17,1,Sam Hauser
22023,1630573,0022300031,"NOV 17, 2023",BOS @ TOR,W,23,4,7,0.571,3,6,0.5,0,0,0.0,1,2,3,3,1,0,0,0,11,8,1,Sam Hauser
22023,1630573,0022300194,"NOV 15, 2023",BOS @ PHI,W,35,3,9,0.333,2,8,0.25,0,0,0.0,1,1,2,2,0,1,0,2,8,4,1,Sam Hauser
22023,1630573,0022300188,"NOV 13, 2023",BOS vs. NYK,W,21,4,6,0.667,4,6,0.667,0,0,0.0,0,4,4,2,0,0,0,0,12,6,1,Sam Hauser
22023,1630573,0022300174,"NOV 11, 2023",BOS vs. TOR,W,18,4,6,0.667,4,6,0.667,0,0,0.0,0,4,4,0,0,0,0,2,12,-2,1,Sam Hauser
22023,1630573,0022300010,"NOV 10, 2023",BOS vs. BKN,W,25,5,10,0.5,5,10,0.5,0,0,0.0,1,1,2,1,0,0,0,1,15,-1,1,Sam Hauser
22023,1630573,0022300159,"NOV 08, 2023",BOS @ PHI,L,19,5,8,0.625,3,6,0.5,0,0,0.0,0,4,4,0,1,1,0,0,13,-6,1,Sam Hauser
22023,1630573,0022300154,"NOV 06, 2023",BOS @ MIN,L,25,3,8,0.375,3,8,0.375,2,2,1.0,1,3,4,0,1,1,1,3,11,-3,1,Sam Hauser
22023,1630573,0022300136,"NOV 04, 2023",BOS @ BKN,W,19,2,3,0.667,1,2,0.5,0,0,0.0,0,1,1,0,2,0,1,3,5,-5,1,Sam Hauser
22023,1630573,0022300118,"NOV 01, 2023",BOS vs. IND,W,19,5,7,0.714,5,6,0.833,2,2,1.0,0,3,3,0,1,0,1,3,17,23,1,Sam Hauser
22023,1630573,0022300103,"OCT 30, 2023",BOS @ WAS,W,25,3,10,0.3,2,9,0.222,0,0,0.0,3,5,8,1,0,1,1,3,8,-10,1,Sam Hauser
22023,1630573,0022300080,"OCT 27, 2023",BOS vs. MIA,W,10,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,0,0,0,0,1,3,6,1,Sam Hauser
22023,1630573,0022300065,"OCT 25, 2023",BOS @ NYK,W,14,0,4,0.0,0,4,0.0,0,0,0.0,0,2,2,0,1,1,0,1,0,5,1,Sam Hauser
22023,1628436,0022301186,"APR 14, 2024",BOS vs. WAS,W,27,4,5,0.8,0,0,0.0,3,3,1.0,3,5,8,5,0,3,0,0,11,18,1,Luke Kornet
22023,1628436,0022301173,"APR 12, 2024",BOS vs. CHA,W,25,7,10,0.7,0,0,0.0,2,2,1.0,3,7,10,3,0,0,0,3,16,30,1,Luke Kornet
22023,1628436,0022301167,"APR 11, 2024",BOS vs. NYK,L,7,1,2,0.5,0,0,0.0,0,0,0.0,1,1,2,0,0,1,1,0,2,15,1,Luke Kornet
22023,1628436,0022301148,"APR 09, 2024",BOS @ MIL,L,21,3,3,1.0,1,1,1.0,0,0,0.0,1,1,2,1,0,0,0,1,7,-8,1,Luke Kornet
22023,1628436,0022301134,"APR 07, 2024",BOS vs. POR,W,19,1,1,1.0,0,0,0.0,0,0,0.0,3,2,5,1,0,0,0,0,2,5,1,Luke Kornet
22023,1628436,0022301118,"APR 05, 2024",BOS vs. SAC,W,18,3,4,0.75,0,0,0.0,0,0,0.0,2,3,5,1,1,2,0,1,6,7,1,Luke Kornet
22023,1628436,0022301105,"APR 03, 2024",BOS vs. OKC,W,4,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,2,8,1,Luke Kornet
22023,1628436,0022301087,"APR 01, 2024",BOS @ CHA,W,13,2,2,1.0,0,0,0.0,0,0,0.0,1,3,4,1,1,0,0,0,4,1,1,Luke Kornet
22023,1628436,0022301060,"MAR 28, 2024",BOS @ ATL,L,13,1,1,1.0,0,0,0.0,2,2,1.0,1,2,3,0,1,0,0,0,4,3,1,Luke Kornet
22023,1628436,0022301034,"MAR 25, 2024",BOS @ ATL,L,10,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,4,1,Luke Kornet
22023,1628436,0022301023,"MAR 23, 2024",BOS @ CHI,W,31,4,5,0.8,0,0,0.0,0,0,0.0,5,8,13,4,0,2,1,2,8,3,1,Luke Kornet
22023,1628436,0022301011,"MAR 22, 2024",BOS @ DET,W,17,1,2,0.5,0,0,0.0,1,2,0.5,1,2,3,4,0,1,0,2,3,-1,1,Luke Kornet
22023,1628436,0022300998,"MAR 20, 2024",BOS vs. MIL,W,9,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,7,1,Luke Kornet
22023,1628436,0022300984,"MAR 18, 2024",BOS vs. DET,W,28,2,4,0.5,0,0,0.0,0,0,0.0,6,4,10,0,2,3,0,1,4,9,1,Luke Kornet
22023,1628436,0022300980,"MAR 17, 2024",BOS @ WAS,W,20,5,9,0.556,0,0,0.0,4,4,1.0,3,3,6,1,0,2,1,1,14,9,1,Luke Kornet
22023,1628436,0022300955,"MAR 14, 2024",BOS vs. PHX,W,12,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,1,2,6,1,Luke Kornet
22023,1628436,0022300943,"MAR 12, 2024",BOS @ UTA,W,28,4,7,0.571,0,0,0.0,4,4,1.0,4,5,9,6,0,1,0,2,12,10,1,Luke Kornet
22023,1628436,0022300938,"MAR 11, 2024",BOS @ POR,W,21,3,3,1.0,0,0,0.0,0,0,0.0,3,2,5,2,0,2,1,0,6,10,1,Luke Kornet
22023,1628436,0022300920,"MAR 09, 2024",BOS @ PHX,W,20,6,7,0.857,0,0,0.0,2,2,1.0,3,3,6,0,0,1,0,2,14,12,1,Luke Kornet
22023,1628436,0022300886,"MAR 05, 2024",BOS @ CLE,L,16,2,4,0.5,0,0,0.0,0,0,0.0,0,3,3,1,0,2,0,1,4,-2,1,Luke Kornet
22023,1628436,0022300872,"MAR 03, 2024",BOS vs. GSW,W,11,1,2,0.5,0,0,0.0,0,0,0.0,1,2,3,0,0,1,0,0,2,14,1,Luke Kornet
22023,1628436,0022300836,"FEB 27, 2024",BOS vs. PHI,W,11,0,0,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,3,2,0,1,Luke Kornet
22023,1628436,0022300816,"FEB 24, 2024",BOS @ NYK,W,10,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,2,-4,1,Luke Kornet
22023,1628436,0022300797,"FEB 22, 2024",BOS @ CHI,W,14,5,6,0.833,0,0,0.0,0,0,0.0,4,0,4,2,1,0,0,1,10,10,1,Luke Kornet
22023,1628436,0022300780,"FEB 14, 2024",BOS vs. BKN,W,19,4,5,0.8,0,0,0.0,0,0,0.0,4,4,8,3,1,3,0,2,8,27,1,Luke Kornet
22023,1628436,0022300771,"FEB 13, 2024",BOS @ BKN,W,15,2,2,1.0,0,0,0.0,1,2,0.5,2,3,5,1,0,0,1,5,5,4,1,Luke Kornet
22023,1628436,0022300759,"FEB 11, 2024",BOS @ MIA,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,Luke Kornet
22023,1628436,0022300743,"FEB 09, 2024",BOS vs. WAS,W,11,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,2,0,4,1,Luke Kornet
22023,1628436,0022300729,"FEB 07, 2024",BOS vs. ATL,W,21,2,2,1.0,0,0,0.0,0,0,0.0,1,5,6,0,0,2,0,2,4,2,1,Luke Kornet
22023,1628436,0022300706,"FEB 04, 2024",BOS vs. MEM,W,15,0,2,0.0,0,0,0.0,2,2,1.0,5,3,8,1,1,1,1,0,2,-5,1,Luke Kornet
22023,1628436,0022300646,"JAN 27, 2024",BOS vs. LAC,L,18,5,10,0.5,0,0,0.0,1,1,1.0,4,1,5,0,0,1,0,2,11,-15,1,Luke Kornet
22023,1628436,0022300630,"JAN 25, 2024",BOS @ MIA,W,19,4,4,1.0,0,0,0.0,4,4,1.0,1,4,5,1,0,0,0,1,12,10,1,Luke Kornet
22023,1628436,0022300611,"JAN 22, 2024",BOS @ DAL,W,19,1,3,0.333,0,0,0.0,0,0,0.0,1,4,5,1,0,1,2,2,2,-4,1,Luke Kornet
22023,1628436,0022300603,"JAN 21, 2024",BOS @ HOU,W,23,4,4,1.0,0,0,0.0,0,0,0.0,5,4,9,1,1,3,1,3,8,-2,1,Luke Kornet
22023,1628436,0022300586,"JAN 19, 2024",BOS vs. DEN,L,8,2,2,1.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,0,4,-1,1,Luke Kornet
22023,1628436,0022300571,"JAN 17, 2024",BOS vs. SAS,W,30,3,5,0.6,0,0,0.0,0,0,0.0,3,6,9,4,1,3,2,2,6,11,1,Luke Kornet
22023,1628436,0022300563,"JAN 15, 2024",BOS @ TOR,W,18,2,2,1.0,0,0,0.0,0,0,0.0,0,3,3,0,0,1,0,1,4,12,1,Luke Kornet
22023,1628436,0022300542,"JAN 13, 2024",BOS vs. HOU,W,14,1,2,0.5,0,0,0.0,0,0,0.0,1,1,2,0,0,1,0,5,2,0,1,Luke Kornet
22023,1628436,0022300528,"JAN 11, 2024",BOS @ MIL,L,10,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,-16,1,Luke Kornet
22023,1628436,0022300517,"JAN 10, 2024",BOS vs. MIN,W,18,3,4,0.75,0,0,0.0,2,2,1.0,2,3,5,0,0,1,0,1,8,6,1,Luke Kornet
22023,1628436,0022300507,"JAN 08, 2024",BOS @ IND,L,10,1,4,0.25,0,0,0.0,3,4,0.75,2,0,2,2,0,2,1,2,5,-3,1,Luke Kornet
22023,1628436,0022300493,"JAN 06, 2024",BOS @ IND,W,16,1,2,0.5,0,0,0.0,2,2,1.0,3,1,4,3,1,0,1,1,4,3,1,Luke Kornet
22023,1628436,0022300479,"JAN 05, 2024",BOS vs. UTA,W,11,1,3,0.333,0,0,0.0,0,0,0.0,4,3,7,0,1,1,1,1,2,13,1,Luke Kornet
22023,1628436,0022300462,"JAN 02, 2024",BOS @ OKC,L,15,0,2,0.0,0,0,0.0,0,0,0.0,2,0,2,0,1,1,0,0,0,-1,1,Luke Kornet
22023,1628436,0022300448,"DEC 31, 2023",BOS @ SAS,W,16,5,7,0.714,0,0,0.0,2,2,1.0,3,1,4,2,0,2,0,1,12,6,1,Luke Kornet
22023,1628436,0022300432,"DEC 29, 2023",BOS vs. TOR,W,33,9,11,0.818,0,0,0.0,2,2,1.0,5,3,8,3,0,3,1,3,20,-2,1,Luke Kornet
22023,1628436,0022300305,"DEC 12, 2023",BOS vs. CLE,W,8,1,3,0.333,0,0,0.0,2,2,1.0,3,1,4,0,0,0,0,0,4,2,1,Luke Kornet
22023,1628436,0022301227,"DEC 08, 2023",BOS vs. NYK,W,11,2,3,0.667,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,0,4,-8,1,Luke Kornet
22023,1628436,0022301202,"DEC 04, 2023",BOS @ IND,L,17,3,5,0.6,0,0,0.0,0,0,0.0,4,0,4,2,1,4,1,2,6,-8,1,Luke Kornet
22023,1628436,0022300275,"DEC 01, 2023",BOS vs. PHI,W,8,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-9,1,Luke Kornet
22023,1628436,0022300053,"NOV 28, 2023",BOS vs. CHI,W,19,2,3,0.667,0,0,0.0,0,0,0.0,2,1,3,0,0,3,1,3,4,9,1,Luke Kornet
22023,1628436,0022300246,"NOV 26, 2023",BOS vs. ATL,W,9,2,2,1.0,0,0,0.0,0,0,0.0,1,1,2,0,1,1,0,1,4,-6,1,Luke Kornet
22023,1628436,0022300043,"NOV 24, 2023",BOS @ ORL,L,25,5,6,0.833,0,0,0.0,2,2,1.0,2,4,6,1,2,2,1,2,12,-2,1,Luke Kornet
22023,1628436,0022300217,"NOV 20, 2023",BOS @ CHA,L,19,2,2,1.0,0,0,0.0,0,0,0.0,0,3,3,0,0,1,0,0,4,25,1,Luke Kornet
22023,1628436,0022300194,"NOV 15, 2023",BOS @ PHI,W,19,4,4,1.0,0,0,0.0,1,2,0.5,3,3,6,1,1,0,2,2,9,-4,1,Luke Kornet
22023,1628436,0022300174,"NOV 11, 2023",BOS vs. TOR,W,9,1,1,1.0,0,0,0.0,0,0,0.0,0,5,5,1,0,0,0,1,2,3,1,Luke Kornet
22023,1628436,0022300010,"NOV 10, 2023",BOS vs. BKN,W,18,3,5,0.6,0,0,0.0,1,1,1.0,6,3,9,1,0,1,0,1,7,-2,1,Luke Kornet
22023,1628436,0022300159,"NOV 08, 2023",BOS @ PHI,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,1,Luke Kornet
22023,1628436,0022300154,"NOV 06, 2023",BOS @ MIN,L,16,1,2,0.5,0,0,0.0,3,4,0.75,1,0,1,0,2,0,0,2,5,4,1,Luke Kornet
22023,1628436,0022300136,"NOV 04, 2023",BOS @ BKN,W,15,5,5,1.0,0,0,0.0,1,1,1.0,0,7,7,0,1,0,0,3,11,7,1,Luke Kornet
22023,1628436,0022300118,"NOV 01, 2023",BOS vs. IND,W,6,1,1,1.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,2,7,1,Luke Kornet
22023,1628436,0022300103,"OCT 30, 2023",BOS @ WAS,W,11,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,1,0,-11,1,Luke Kornet
22023,1628436,0022300065,"OCT 25, 2023",BOS @ NYK,W,8,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,2,0,1,0,0,0,-1,1,Luke Kornet
22023,201143,0022301167,"APR 11, 2024",BOS vs. NYK,L,16,2,3,0.667,2,3,0.667,0,0,0.0,0,2,2,1,1,2,1,2,6,-18,1,Al Horford
22023,201143,0022301134,"APR 07, 2024",BOS vs. POR,W,21,3,6,0.5,1,4,0.25,0,0,0.0,1,5,6,3,1,0,1,0,7,7,1,Al Horford
22023,201143,0022301118,"APR 05, 2024",BOS vs. SAC,W,20,3,7,0.429,1,5,0.2,1,2,0.5,0,6,6,1,0,1,0,0,8,3,1,Al Horford
22023,201143,0022301105,"APR 03, 2024",BOS vs. OKC,W,25,7,10,0.7,2,4,0.5,0,0,0.0,2,2,4,2,0,1,2,1,16,32,1,Al Horford
22023,201143,0022301087,"APR 01, 2024",BOS @ CHA,W,25,6,11,0.545,3,6,0.5,0,0,0.0,3,2,5,3,0,0,0,0,15,8,1,Al Horford
22023,201143,0022301074,"MAR 30, 2024",BOS @ NOP,W,30,4,7,0.571,1,3,0.333,0,0,0.0,0,6,6,2,1,1,0,1,9,8,1,Al Horford
22023,201143,0022301034,"MAR 25, 2024",BOS @ ATL,L,36,3,5,0.6,1,2,0.5,0,0,0.0,1,8,9,2,1,1,1,1,7,-5,1,Al Horford
22023,201143,0022301023,"MAR 23, 2024",BOS @ CHI,W,31,8,16,0.5,5,10,0.5,2,2,1.0,2,6,8,1,0,0,2,1,23,9,1,Al Horford
22023,201143,0022300998,"MAR 20, 2024",BOS vs. MIL,W,38,3,3,1.0,2,2,1.0,0,0,0.0,1,3,4,4,1,1,2,2,8,15,1,Al Horford
22023,201143,0022300980,"MAR 17, 2024",BOS @ WAS,W,23,5,7,0.714,2,4,0.5,2,2,1.0,2,2,4,2,0,0,1,3,14,16,1,Al Horford
22023,201143,0022300955,"MAR 14, 2024",BOS vs. PHX,W,33,8,14,0.571,6,10,0.6,2,2,1.0,2,1,3,3,3,1,1,1,24,15,1,Al Horford
22023,201143,0022300938,"MAR 11, 2024",BOS @ POR,W,30,4,4,1.0,3,3,1.0,0,0,0.0,0,4,4,4,1,3,0,1,11,11,1,Al Horford
22023,201143,0022300920,"MAR 09, 2024",BOS @ PHX,W,32,4,12,0.333,1,7,0.143,0,0,0.0,3,9,12,3,1,0,1,4,9,0,1,Al Horford
22023,201143,0022300906,"MAR 07, 2024",BOS @ DEN,L,19,0,2,0.0,0,1,0.0,2,2,1.0,1,3,4,0,0,0,0,1,2,-10,1,Al Horford
22023,201143,0022300886,"MAR 05, 2024",BOS @ CLE,L,20,3,8,0.375,1,4,0.25,0,0,0.0,2,3,5,0,1,0,1,1,7,-2,1,Al Horford
22023,201143,0022300872,"MAR 03, 2024",BOS vs. GSW,W,21,3,5,0.6,1,2,0.5,0,0,0.0,0,4,4,4,1,0,0,2,7,35,1,Al Horford
22023,201143,0022300859,"MAR 01, 2024",BOS vs. DAL,W,28,5,8,0.625,2,5,0.4,0,0,0.0,1,7,8,3,0,2,1,1,12,21,1,Al Horford
22023,201143,0022300836,"FEB 27, 2024",BOS vs. PHI,W,21,4,6,0.667,0,2,0.0,0,0,0.0,0,5,5,1,1,1,0,1,8,-5,1,Al Horford
22023,201143,0022300816,"FEB 24, 2024",BOS @ NYK,W,26,5,7,0.714,0,0,0.0,0,0,0.0,4,3,7,0,0,1,0,2,10,11,1,Al Horford
22023,201143,0022300797,"FEB 22, 2024",BOS @ CHI,W,23,0,1,0.0,0,0,0.0,0,0,0.0,1,4,5,0,0,1,1,1,0,1,1,Al Horford
22023,201143,0022300771,"FEB 13, 2024",BOS @ BKN,W,37,6,6,1.0,2,2,1.0,2,2,1.0,1,5,6,4,1,0,0,0,16,2,1,Al Horford
22023,201143,0022300759,"FEB 11, 2024",BOS @ MIA,W,25,1,5,0.2,0,2,0.0,2,2,1.0,0,5,5,0,0,3,0,1,4,2,1,Al Horford
22023,201143,0022300743,"FEB 09, 2024",BOS vs. WAS,W,23,2,5,0.4,1,2,0.5,1,2,0.5,2,3,5,1,2,0,0,1,6,7,1,Al Horford
22023,201143,0022300729,"FEB 07, 2024",BOS vs. ATL,W,36,5,12,0.417,4,9,0.444,0,0,0.0,2,6,8,8,2,4,1,1,14,12,1,Al Horford
22023,201143,0022300706,"FEB 04, 2024",BOS vs. MEM,W,23,5,9,0.556,1,5,0.2,0,0,0.0,0,5,5,2,2,0,1,1,11,27,1,Al Horford
22023,201143,0022300684,"FEB 01, 2024",BOS vs. LAL,L,24,2,6,0.333,2,6,0.333,0,0,0.0,0,9,9,1,1,2,0,0,6,3,1,Al Horford
22023,201143,0022300659,"JAN 29, 2024",BOS vs. NOP,W,36,4,9,0.444,3,6,0.5,0,0,0.0,1,7,8,4,0,1,0,1,11,12,1,Al Horford
22023,201143,0022300646,"JAN 27, 2024",BOS vs. LAC,L,19,0,5,0.0,0,4,0.0,0,0,0.0,0,2,2,1,0,0,1,1,0,-21,1,Al Horford
22023,201143,0022300630,"JAN 25, 2024",BOS @ MIA,W,23,3,4,0.75,2,3,0.667,0,0,0.0,0,7,7,6,0,1,1,2,8,12,1,Al Horford
22023,201143,0022300611,"JAN 22, 2024",BOS @ DAL,W,31,4,7,0.571,3,6,0.5,0,0,0.0,1,5,6,3,1,0,1,2,11,8,1,Al Horford
22023,201143,0022300586,"JAN 19, 2024",BOS vs. DEN,L,27,2,5,0.4,2,5,0.4,0,0,0.0,3,7,10,2,0,0,0,3,6,4,1,Al Horford
22023,201143,0022300571,"JAN 17, 2024",BOS vs. SAS,W,25,3,4,0.75,3,4,0.75,0,0,0.0,0,3,3,0,1,0,0,2,9,14,1,Al Horford
22023,201143,0022300563,"JAN 15, 2024",BOS @ TOR,W,35,4,10,0.4,2,4,0.5,0,0,0.0,2,9,11,2,1,0,1,3,10,1,1,Al Horford
22023,201143,0022300542,"JAN 13, 2024",BOS vs. HOU,W,20,2,3,0.667,1,2,0.5,2,2,1.0,0,4,4,1,0,1,0,0,7,29,1,Al Horford
22023,201143,0022300517,"JAN 10, 2024",BOS vs. MIN,W,38,3,8,0.375,3,6,0.5,0,0,0.0,1,7,8,5,0,0,1,3,9,2,1,Al Horford
